id,classification_predictions,regression_predictions
2876a4f96780b78788d532f01db482b2ad8b9097,0.9999769646230717,30
bc7f8767200231c7348cb2c5d1585d483096bd7f,0.9999999969216132,30
0b90de78f32c45e5467e08945d46b67c4bb7c8d6,0.9999396990272643,10
78684ab0fc0a4b28e68e02a5b1e69006f91d1ec3,0.002294467251589105,20
5a9ac46afd7ef2036eb9f16eae5d9509f9133a82,0.0014139967675719234,1
85f1c0bbf2f0a2e88c1fd26d6ea8ecc86b6c4653,0.008048216734038993,1
1bdcc195700eeb5b5500064855fa01e103581f4e,0.1133081603105992,20
6cf68a4776314b959823e9285929dad1beea1cd6,0.4682795689555439,6
3b449478c2d443afec54e35010fbdabc450f3aa1,0.05292580332626817,10
eb83ae8cc97058cfdab248952e69a6f04feaa4bb,0.8478898039562774,20
16472c1ac0bb7889275e5201a5665fb719e0c989,0.9999999149507415,10
35b754128d7ba027f98d24586a359f56ea05dc9e,0.9999999980229637,30
0278482fdadbefc0a959eda682c645a8e74214cc,0.5467792808355755,3
456a37cb9b58c291e4533c1407354ef8053407e5,0.6352872866499533,3
61e957f358783fdc1b2fdbd14a0adc6f69701e43,0.9997609036283401,30
3f82e470ba5b24726fb8063524e83186f11ddcce,0.9937901628041856,3
4d6b503630ccde9c93e951cd76b28ee4b185b6b9,0.9999996151275051,30
fb82c8c0388a121c95ac7558045f15f6b6cdddf0,0.11278067008532167,6
e19308f344e761f9461743becf41975bb011c96a,0.9724569878058833,3
826f5e75c7b2ad7bb6f5df042e026247351682bb,0.9903756522810444,10
a1a793b281c1f16922d8ded0cb249763830de112,0.9808060581814702,3
0ff83a6260b69e97e894b23011674c5a22360f1d,0.03209785180833824,6
b6826f55ab0224da8566cefd5b57c7ed18f3219a,0.0015149458937808724,20
6aa98569fbbd6eab112dbb47c00613e72d876724,0.9999999999997368,30
8a1794cf4d108121d4b839d80ab8ea54902084f8,0.3556702475128555,10
40a5b5d18168b2b0d4ee2b761d6d16cfa8843a54,0.0049459157718685365,20
dc882ccc5f975ccf14db61baffa30b5f984a0bfb,0.01585902911107895,1
1fd04508b13f9b278b59d8351d1b4a4ce173d3fc,0.3691040977588156,6
cd5c3639f944d7c99b7ef7403dc997caeb46376c,0.012219556183401314,20
9f7c3ed06a82843bca67695cbcb8fa190b9a9e1d,0.9690737346592015,30
c3a8dbee2ff000ab46dec381a8ae32cf31d9d0bd,0.9996980215046963,30
b1d2bab1d0a4b9197f3a6ff24f12c486318e4e68,0.0011952949949776137,20
6e849470f824192ed781c7bcd31f5b4f2775054e,0.09925725284845421,6
cf054d33e9622f36c71dae6b271e656a1256e253,0.00012788818776776623,20
86bafc40c803e0789b5427d1e56fd1785e1168d3,0.04977656455586954,6
463429c941159a2f9b25dbb267f5906f401df987,0.9999940093424955,10
9e47301eb747d36d6b6891b342623a72f3bca0fa,1.7431517357224813e-05,20
235a5f6cfd291c13cd1ac18e91573277a2e8fc3e,0.9999985382431978,30
3b03c6a6a0498480f95d88367224fa152d989492,0.9999998370583515,10
5bd45d9210a167297a55e5e04aa67c86eb5cbddc,0.25443799240678866,6
52bce846799a6ce83b807f4c601d9f44736498f2,0.00019327547820224833,20
d72b0fd7e58a7df735bc2546b0d9442b808af0c5,0.4043181551560233,6
2dfcf7bda4731bcf658bb5b210a4bb8f6bc3d38c,0.9999982130737001,10
c9dd36178a3b6f3f7ee9e000b15bc7bb3128322e,0.9963198673287993,3
5c1a295acf4240f8a73fffd548928104b5a85eba,0.006034010634465181,1
095dae8cc2babed194c43a2b9ef8b42914e060d2,0.9995617145120973,30
5762f954d3846d1ab1c3726b684ef4c5652b906c,0.671065053037595,30
c5e67535b4fa71984b86e13917961c4a70647774,0.9987176571842465,10
e54145e7cca3bea89718bb686391c300f5d15c6d,0.24277677494073235,6
aa6e770b6345f4ae07924622929b3a5fb488167d,0.0011249419522887383,20
ec3fe1276e639c988c2e9166d5f32afd59c29d24,0.008069220368050467,1
40949da91d4465721db9ae41789b8c8c9b990822,0.0019626573633757527,20
bbd279f52d0df786264ae190981101ec8901d869,0.9986700569698336,3
1f376db0dfecbf95de1f2e70f900a3e1d13a2b06,0.9999032442846687,10
2b93af99d2056c750fc6c7ac9012cc415bff5fc3,0.3177963118581444,6
a4f55bbaa446a98d54021b1f07e5951c9b5af707,0.9999979485023234,10
5abadfe4e7c8466fce82dbff23043aed5731e275,0.9826733576466379,10
ec29387e24e37ae068b9eb333127e09a32ec630d,0.0028188506393649337,1
62e07906757b37642c5a785ec814c74f64a08071,0.9999965955079775,30
22740ecc0518ae7e6c49522f2f77d882665e9c22,0.09122727476620851,6
ba1452819cf2ef586999cb7a4698c54af4dfc0d8,0.00961115440700322,1
976fbd05c82d98db2fe7df5c87570981d48e26ba,0.5133998568996817,6
f1f071f697b62f12aba5cb5ce7bc7aea8d89dce2,0.8688730385927536,3
4f14da23210f399c4bdcf29d4f8fc1586b1b1a90,0.9532435475209522,30
3dd8f68effeaac783d06d08b2e048bed569067a1,0.07743949705755537,20
18c70661d61ca9dc365f81c103bb22d29304748b,0.000427951876598498,1
8ae751b1650d1abef7ddab77810922d81fdddb1a,0.000891418853947612,1
e4ee91212f9e66a5825a5782102e2943484d58e4,0.4568503797397515,6
e79f47fda172a904c25dfd9a71798ad7af147df9,0.9999999999992433,30
fdd49aea8abffc7c6b6c8d38ea607c58f481f1a3,0.00014996925585319953,20
5b0d2f033fd927df71ccf51c2a86c1e554807cf0,0.9999969803041048,10
019e5e5302c91036c734501ff83531d74df23095,0.999999999935771,10
6d43cd6fd077e9963b0a309edf9d171da775452c,0.9286465498791246,10
62ff8f218aecba4b58f18c7a5a5b5d547682d0f4,0.9871771286990364,3
c0ad7cb28d556d8e33afa16305f76148c5b96160,0.999999995365758,30
44cd44934885b64f076eccaa413291c548bdd5ea,0.08418739681649468,20
761dae305836fcb7ea7d24260ca607e09c612fe3,0.9999294308488247,30
f02e8c184dd7538b1726c56fe1001bbd1870ffc0,0.02653559230646707,20
69d6de0d72ac55cc67d83b5e1e81e62c8faebf5c,0.009135005138750207,1
ca431acb79280728346e290b38637b9bc5f285a0,0.9999690928429963,10
5c58786230d6750b04b40557c180e6d0400d16c8,0.15642091046779927,6
266d3763258d460fed2cdaf59d6de7af79b2ff1b,0.0005577021040659158,1
e792229242110419d91283f5aa4d39eb2d3bc3a1,0.7996491351891315,30
3038042a0be5808f9f91f61162b6f74fcac49c67,0.0032948679340022435,20
106834dd258ae0dae334d302e7a87744ffdbe180,0.2104591458191475,6
e63da2e3f3808814c42af80ea1bd68b81ef15f52,0.0401216283591348,1
fdb5157271b36d3f4d8fc3f73cbb862498aea71e,0.4637099180388544,3
1bfcdc43c1c3004d653b64928e3d3b6fcf4018ab,0.8419352546636965,3
414cf18471adfe26802196794023a987131da8dc,0.9999999854791234,30
06b12ae0682b5b0b0c2c211d0b5ac6f909b04276,0.9999962009517591,10
556a61e0fd3852d8785a2cc8c34916ebb06c596d,0.9992683747767206,10
c81d8020de373ceeb04510c03809b40c4ec74b34,0.002450908291805609,20
f058bf07f3f83028911b0d0e796b90f42828c513,0.001634792063213042,1
1dd641e3ce058aa2294c56fbd5c185298146823e,0.999999730703014,30
9ae8542091b067f5dd1b0770157e87a3e4e56abe,0.014136922124356244,20
31fcc699912ad04fecac41db498588905aea931d,0.0018753617026644465,20
0bbb57ac955cb4c83fc139d5cde65afb9fa7fd50,0.9965925966540707,10
db32ddbb9f78671f167eb26cd38a346ffdc5b4a5,0.997859818000149,30
bece4484f199bada5c5491067d1258f72c1cc8c7,0.9908634375859299,30
f2e9269b47ab1dc0398036179b91f72c61589fe1,0.9229748673974234,30
715b63e15055982622655588ec0a5eefdb5af809,0.3320875759657521,6
2e3913f15d9b79e7ad5a01e53b1e5be10834952c,0.08134479586867083,6
d98479068e8f63c7c862ff69eaa35f6dcf6ecbbc,0.9651032658664949,3
3d68d55957bf6b3ddc190f7736a24d395f554069,0.46222541904960834,3
80c5143c013a2bee9e5c5a40504e60a2bf2e84d4,0.02731686304492076,6
af8a7de21ce26b122bba4b89825ca184fe6f677c,0.9999509892140037,10
58871fbac4925a9a706ef553ce3c29096435d995,0.8127393571851458,3
42accb5a89db0fdfc3eeb93bd1f442e83094e6ab,0.18508579991286522,6
257b2d6250263096e68ad18faf25bba1e7e641cc,0.07996658117169686,6
345635c2d7dc70f40a990fdd829d0c083d41a4ab,0.001547998848199672,1
550855d6843bff529f856293ad7db257bd25e773,0.9999999999155084,30
bb54edfa46372352d05fb7d60cc1a80150e2fa03,0.999999964915126,30
c11fe5729d549f7a10c9694c3ea288ad801e3668,0.2774523967097853,30
7bf52728e1d57ce259b599f437c84da300d10823,0.00022627626936322365,20
886ba340f64fc8c56390ba686a9ad66f829c6a45,0.3967902859855197,6
cfa474386adfd59255b219674084ef66de1b4450,0.04380388763181353,1
d54a581a2fb01aa655c1702a4bd246ecb2f74a08,0.28648119704296304,6
f3da8e6238b0fcf62b49b1827fd808470e792348,0.002557392556930327,20
f46ad34ec89c44a9aedfce82b921c407ac3fc515,0.8237740448046788,3
014cd6dae8af47557ca224fe0ba1cbd3de574b5c,0.4702175008226702,1
e723bccc2e083a4ff1f06158aee875960b8029bc,0.9891345972127532,10
0d244afbbec97c5be131e9e6d0bfddc98f93edbf,0.018133481218366554,1
082e22c1d28940542fdfbca0d4b7f8d464ee89f4,0.9999990257561915,10
67d84b1b0cb18d312a55283ad8c6c8137525ed7e,0.9999994664907417,10
8f549341c972cad06ee5c869019e9e64251eb478,0.02482830683333692,6
8ad04347f8c70a63e72758c23bdaf8bf80a53f8f,0.019662415684222223,1
4869c66556224ad71125f61c9f34236756e08021,0.65641643531829,6
2cead8a6c25e424e439d2ac7019dbcb245e2ec71,2.2821381792992312e-05,20
446b34397f9fb12fc16edeacb332a8be408af7fe,0.05424166377650641,6
8c389d90c92dbdbb530fdcb4689710bcda8ae88d,0.9999999999994271,30
dbc6a5801484efad6adf0ab3255542cf5e2352e7,0.9999898998678911,10
260cbb1ef1ff886c066adb964ba8aeff8211c5f5,0.9984414607657731,3
9325382a5241de960ed1872f1b6d9ab60f6f9236,0.99487677128996,30
83371d43b147d0e0ff1b067dd311c4ea334ec0cc,0.07165024349461435,6
c4435d47e42e9a832d0af3ddead1df09b5c841d3,0.9860737820334285,3
d6db23281896a23b40832258dffbbe0cbadb9c74,0.0012872489984667723,20
4405d736ee1b04bb7332bc09d1d2b41a11b69877,0.05582502401792111,6
8af46372bb69613a6d12f4397dc08e2a52e39cd4,0.05487708996238061,6
eaf7274f8a509cd3d8f7fc9e4933d1bfcf88082e,0.9998246560955386,10
f3a9cb2b42dcf571381c7e3d562459ed74a3a229,0.0012765279547561903,20
bdf70096308af684425025096979bc4d5d64b8d3,0.991921661232786,30
bf208ee6008a8cba3d74a0a3d40c34082b7ffb8d,0.9992661755595593,10
fd0d7bb3ea3d707a163a9e3d136faf76d346f98b,0.17700937599523192,6
843eaaa22d585f7328c517ff9b795e168e73bba4,0.9999719020912402,10
1dfc218e5b3d65763f59bb0646bb5a1ca4c04646,0.9863482183320607,3
0800358fececfe13a7895f6dfdd22c0585c64d1d,0.409551357406422,6
5e08d39087d25c07222105d4d0aad94a275d6dcb,0.4895169704849144,6
1a838a79bae41f523e77c6283b8d48d640361bbd,0.988162879329726,3
dab837be099b95ae9bcd6da4cd5252a0f275b8fb,0.09399886803932733,6
92562e449cc12482060802519a82974a69e04742,0.01941969873604077,20
bedc9215a16bea3379c65936b9e5f40e2d4ff4f9,0.9966727004186451,10
d99b27487bf8feef3352b5c0c1fd99e55a2bd972,0.9986621819912196,3
cc5ec43c95100fa161cb386d27a8a48a54ad2367,0.20122300152017492,6
bc7b664cb70f10790df1bce58f47f09cb2ef178b,0.9999999999999963,30
4c92e9d86c4a24cc28f8d95eb366bf3757217069,0.2103494120029371,6
d42761cbb1e22ab404b5a6a0f5e9be443e85fa81,3.370662168489247e-06,20
c392e194e1365ae841e0afe03ecb3054ba532d26,0.9619892658039408,3
9540cbb10c2d4e0dfa8b1d0e9ee1c4b6e2e8d1dd,0.9999190529550251,30
e8984290c52383233314d42c170bc0658e64d8fb,0.004508164368595913,20
e15b8ac6e6e836a13ee084735a87338c17fe94ff,0.21011230988968754,6
f3ca62e3215b230e5c3d8ca043dfa268a2e5fab7,0.999999222123736,30
148167635e419f53a4a8b5e4f0ee602393de5f9d,0.8970051841642818,3
b2f0ecd1bf1cf507e54dd8281e4984dbb8a52f26,0.43382131165600823,6
6c2684d3315ac7e5fbaaa8e350c0f4fa7bc53d0b,0.9503057214887798,3
9dcab7d999ad88aaf6fba55fa3a6db62792bbd80,0.9998332568217106,10
0eedd1a49f16a78dde1ddc7c0b03354db69d5968,0.9999358943605503,10
739f3709ddf9ed078d7ce60358d96858859522a1,0.9987253352629392,10
a63aa3925f7a20f5874f51fe6920448ce185fadf,0.07323058273770744,1
890cc592efa6d416ce0073815c634da3ca0bb7e2,0.9999999997286566,10
8d2e8b6cc1a66c946c020737804077b5de896116,0.000973807651799885,20
5fe5854086a8e756b3476f3d1b2b94322e676476,0.9211986899086007,3
9320c170b39ee4b08cdff051728a5533dffac926,0.03121927499854038,6
82bd685b0174e44d87ff3b4540974c654255e68a,0.999982980315833,30
0118f4bbc13bb2dfa2409f325e395919317d020a,0.07781726041367143,6
fe07c0634a014ee97213dc274552b2993e2649de,0.04480034327529048,20
03e164b6d5dd5c7aeb0549227fbd4d23fd94e455,0.11580942579781439,6
bc6ae25d16ed30180e55cf6b556e36a21c3d2153,0.9019627341246181,3
fda1c8e9d562cf9b1d05a181697fa2f7d89b5194,0.9999999976877121,30
262dec7b54faa544af2f21737224eb0a2fd707db,0.999999974051502,30
41569f42d3ba65990b004d10cc5049079749d683,0.001208777415848017,1
a41d0b2e9571d3529fe2fff5607f90c9e707e802,0.007508763236016791,20
482183d0487099d6e54eb771c7c4f2777783babf,0.9997659231008507,10
8bbdd30e497554c06629151e13585945afbcf789,0.999446936904987,30
c45911e5f89eaac787e4684edd4579f8eb8b2564,0.029299116827083527,1
db0d11cdafd88b46d60d7280f45c66fba2e3ba22,0.0006521731648307938,20
c2f93a9a1f29fab0fd53430346a1369d94264c9d,0.5218138502634349,3
888f31377703cae47c4904b94993f463c8565a37,0.6559762162485587,3
be58b8b843f4b677e23a390ce676e0df047229cb,0.9999999999530576,30
a4ccd58400f55458ee9b0ede16c76f4006a47b36,0.9100808694113158,3
eb8e296fdd4088e2fcf2d25525b1e61076907a45,0.030052863945983943,1
ea351673aadc561dd42d4217e3c90c7686383bc8,0.011503259574098812,20
f23ce025b5da6c3523e8999a5b5dc68be26d8632,0.6608406517298899,3
5422f65ad4ca8a13b7d8814a7dfc438ad1b9963e,0.053699496130856006,6
fbdd9f872aa7946e10aa73625c02ed10ef092246,0.9988764441943683,10
123c4a2540e136711b89cb2ade9eb66942d95eeb,0.5075958305901747,6
9edd67421c665231ab1ce1e1e54baa3797c8c694,0.6891771944835987,6
a192b3e6e6d9b8441de0d1df353d17c66436a1b7,0.2475637756860366,1
54e1a8d2de161d001e504a53bf904bdc89dd4bec,0.5055086147878051,6
34edb9c39020461271142a308b73aa150ede65bc,0.9800543758421466,3
c255373d8faae515d4e71b7f324605fe6b08786c,0.9999987517517825,30
7b17af34c2fd0825819234e0bfc69dccd934809b,0.6955708833954138,3
2caa5748f814bbdbc64f4db43d7412ce359a777b,0.9999993011292297,10
f57fb9cf95776affa7fd54ad5b6b23f6f3970223,0.9982141803962478,10
55eb3e6bd325219c7b432191a17d05394f954cbc,0.9999965566900102,30
02d128b9a39ac2e3768ac07c4226670eccabf82b,0.9999976549084234,10
55a877e6214d26842f4f506b58c1bfd49eb3175a,0.9983343915885406,10
b974b1f9e38d977e4ad07078bccbbe63e58429d3,0.48457591397375266,6
1ff57d8ff8ddac3858253e1ec0624d34d52eb528,0.49972603775143354,6
0c4e389c867a634186b93e511a7d19d2591b668b,0.00620223930340158,1
3fae149ab0f4aacdb3942b45d32dd71a0419bf1e,0.027346986981009902,1
62ca950e7e74e395be5aadbd4cf9ddb3f3f6f34c,0.9999999505048499,10
0571a7247e7c237a5b89c784db63e60f49876fd7,0.4863548779477672,3
7d7ecb0a2976cf8eebef40290e6e1b8c30f4084b,0.6492069862604264,6
27886b46acfdac9a01bdc9739dac765d1d022ef0,0.9999990290342208,30
5e65de2b6b0728bb275cd23af030be91b91d6bcf,0.00013574882368894148,20
090403b3a0dd7287d65b9d5b5e5e4dca3729c2a4,0.9999999929247539,30
a948acbdedbf6f2d8319ce53d6eabb7106f20ccf,0.0033224884731091198,1
0d605dc9988cabd94f0df587cfc60f027c004448,0.5949252732519699,6
e49f028c7b5f75a834029e0f79764c4b9ba82d03,0.9534298689783507,3
449ed007cfb4f11c5ea61ef6460809df25a89a71,0.9999999713115614,30
18e88ac45596d096011d53535ea7d0d09bd40e45,0.7795491612093388,3
e6f8b29ffac7808f107096c82c5386a463070416,0.10129735692390895,6
b666f06bd4424055b4b017c0e1a9be42579d4330,0.9879087719162191,10
a3797bf935e0a6c97ab19be72929fcad53e4b3ca,0.010140395892395904,1
b64d9017f326d10380e873ef90587798bf37ceae,0.10338108968658133,6
ef3b7bd72d582c3e06d7cf43c64f1ed15bdd64d7,0.049510245365653405,6
96c6a254303e4f7248b4fd96d365eca97c60d721,0.9338977129612503,30
af8822ae6cb0d5924bed51bc2f7d294a44918767,0.9697688198146003,10
4d774ea44fecaf232dba26d5b6c698d21253986d,0.0026062217013173017,1
9b7e8be0b3efd75aee2d78945513642a497774cd,0.872747391745546,3
05b4d3ecae91e975e37ad306ddc60c11a1b16d1f,0.0011418343398035269,1
b74e9d48cacc198e6f6ae93c58ba7cd639d2bbe2,0.1544187055909586,6
3e83296e261b87dc768518d904d0366955be9115,0.9449819612271884,10
96499c68ec4f4866aa5ef68cb2b759c2b5217731,0.003194401198965635,1
dad2558d2979da0c01779c687ec71dca9dbed250,0.8648671611757559,3
cbe1219b062b89c2446631ad01b6806c472f9930,0.5975858692280543,10
1aa237c0928427ccdde877d3a40c4e62db6dcd02,0.9999873222907233,10
a83d794760a335bff1d7c36db3c35d739658e95b,0.9999874809577087,10
2745e965d5fff922f230b16c09f2dc27f5903693,0.25335603762568315,6
ed6bf88e668dc8a197f284d1b693d2bad6098184,0.9999522680093464,10
963877f7ec039ac8850b6029e29fc487f5d24ca4,0.0009972701255798189,20
a600e374ab09cf1d84bbcd6a3f653a3dc9ac3830,0.41984763260441327,6
74e4df07deaa124b0dd61ae19eb7e959ef4866ac,0.9999993658596825,30
0645a92da4ffb6a99968f1033da4274387de1786,0.9999878962370866,10
e5432295ac987c02815bb4e986dd1d188f723c50,0.99673040493515,10
1e08f1e9a8c611a99034900d7e71254f3e0bb0e9,0.001847013454059021,1
4914909b9b1f21005e0a24868b89ed4523bd0fde,0.5217794778267493,3
2c750116104e7340055345db197d83ad8ecce5d5,0.9999999994875134,30
f094dfb46442fc5b7d0b7a4870c0f9be48e58440,0.007766487884496298,1
22be1468a7e19a871a2bf5e15320edd54c681881,0.999999980238581,30
7876fa3a16aad5cca5d2e4373108a40546e68840,0.16724394281560717,3
2be24fa6ee435a4602b348b11aad65b8ecdc496d,0.9999999997717723,30
6686efff75bb174831933bede43d98ea2e71e6d8,8.512749053146695e-05,20
940654964ee0692a59aa25213300a9007e70291b,0.00017442532343125983,20
4e6c2dcfeed9b8c5fed92d018339d3a091b54e8a,0.08408861093308428,1
9f6311dad3e56d51253b24b2040ecb9479aa45b9,0.0029608598316214207,20
b641b1da13775f45c2bb5c182d06f78ae31d12f6,0.32288819317281003,6
65da8f26f428c59218f02a520cf1d000311956e1,0.019945646058557975,1
5299c70ff8de5c42323d2056196517022450f068,0.0342679643196554,1
c5e3aa883b75d36d8399a513ed0906ec32614703,0.0013514521160034043,20
db81f2cedd15281cc1a40e3f49d86626fefbd26b,0.25200143083025717,6
24eb477b93f25fabe002df4016cab2396307cc8a,0.0013172094360983655,1
0dd65a097ac93da2a58262d9da6e7cc88d44dc3f,0.9999985736962667,30
874dc9a505fc8a4eadd9c30886af1bd59d236019,0.24378474020196006,6
2772d213953b089f0b6060268dd85499e8bf8e3a,0.9994188866833865,10
859f290b6e16b7b3a44fc261779570fb1a887bc0,0.5566801329511781,3
6d6f858a2366c2d02636cf1e90b658dd67c2604e,0.04996341946981797,6
9749ec2e32a654a69ad62ba88718bbf322d1361e,0.9999996290754686,30
7676c3d1391e5d191afddeae6d5e9da15d91b967,0.9369760550914547,30
abf5fa850669fbab9a5ba3f759c612b23ee8bc83,0.9999999999999919,30
2c6593a0a61e7a8a48e185a43ef995500d207154,0.8416135590767622,3
cccfe3740457f11cef9ff7d027fbfdd6fb027355,0.3600903393882875,6
f047c7af6bcb2ebc4b4cd9d40283df282ffe2792,0.44249992859725573,3
8153805209bbf9128732d8b0920779be7826a704,0.0016346424618703947,20
998046faf791dcaa7835bad09bf33e126c00e4ba,0.2706771458396027,6
4841113a255f4d615cb682ad8e3e37b85f328850,0.2422256634730099,6
4d975a96bff8c4cf707df6b01d0834beadab63d8,0.002900481679625755,1
0ceb33bacbc1bb71ad1ed2fe3f4be9ab353d5049,0.04172755385162685,1
f0ce2d07f3d8255bb265bbfd683f69ba088c2d67,0.006457928144078973,1
55a7992813820f087700177aace2c72adea66364,0.04328452011103401,6
0d7177eb500bff276daefe3c2c0413a5a6e3de5f,0.8012522113085022,3
cea10d8767cc588caaae1f8bb943b2797daf4e6e,0.015440231747387068,6
2a1745777df28343608465de6836714b05657098,0.28303862560210047,6
780e043a2f7a334bebecaa6f37a6a1605a0a2263,0.9999967772653086,30
d0a30a041d604643c227a2cdc1d41c8354b5212d,0.7870648194010059,3
d6a57cef110d8a8eac40f7b981deb9532ed2a0d9,0.9994146000645938,10
447533f3f90f5d2e767984cec04f20b873be6591,0.9389628658749515,3
cc6f7480dad1a261ed6587409f19191febbb8137,0.11845951599873494,6
4263f887f5301e5e2a982dabe42e1525c56f385a,0.9860911817253682,3
bedb414bdc61ead4b69863ffa6a25f3bc13784d2,0.27549713355330796,6
766c17b38b7e7d78058dda7488eb11a3fa4d33df,0.9917209912206013,30
f5e909d5b4dc055ed4444f2314aee4bb396aea40,0.015477721570850589,1
21d80e1ba6110b21a5af63875e5c17ad3a0de06c,4.892018273161547e-05,20
2c04bfc774f93536ceb093313f8eb79ab65d01de,0.999999999843986,30
214e38239e2dec8b69c5e43063d2a41ef72dc4df,0.06651969434398541,6
891cb94921f427eedb08c9030f25678c95431d6c,0.9765646322751567,30
fb30fab692c7208645d0db51a20d6dc7b39bfe0c,0.9999975887141818,30
08c0d80c9459caf43bf0054db17c05327dddff76,0.9999999586381562,10
2f5f459a4a1f8f5943bf704c1f18399270cebd59,0.8557183595307845,3
498c4c610be27367acf56f6259f32b8d282d92e0,0.008763590924087183,1
baff2415af52c27c6c74a989c3a593ac640dee07,0.9211784985113145,3
e1403cdb3eb6fe87fd4a714d189575b945d1085e,0.9997887464673485,10
e3931353b12b45bd87217063244abea4bf4d162c,0.9862780354891697,10
9a8b8bfc7a06afd346ff1c88f1f7a03316a9bc76,0.4758256081244968,6
c4101212b73faa4d0ad5791ea6c3718df828382b,0.002461898389224171,20
b7ae3db95e587781cd6bd1b98804657d10135103,0.00015814465735952687,20
f215dba3bfb31b7821d3e60b1634c1a1c6316459,0.0037740495544372754,20
df8de9207196305057f73cea03d265ba720cb6e1,0.7071587465638554,30
9d122b787a11bcfee5322f773710d3a36d9e7f00,0.01351296589051365,20
4fcdfeb0813e94e36a88100607ead25a896f7b80,0.9215359322712104,3
5a67864e9dff8dcbc81686b19f09419279d21b7f,0.9999999742627562,10
fab8848fb9c966dab1493d18e7263a6d8a6e7425,0.2008184508616203,6
4c15e0a0d9105b8e0b9f079dfbed44d69ec7f89e,0.9751055651352528,10
68ff65489496776922faf184bf976fd0795c4cd7,0.117189287727273,6
584f44c8a717a1b0e31761553521c33a46345a96,0.43832733880312214,6
f84c67b8028d448ad16ad0c305ab3faf1227609a,0.22938325893299172,6
7b0074823b3301443ddfafe179ed44a412364c32,0.00010521564476828615,20
767b4dcb457ab1a86af97b32329d947abc05eeec,0.017426842742883975,1
5918d2e3dae2ddebb97ef4799a0045757c9575f2,0.3916793692428786,6
a43439e43a6a9e44c9cc31e77b2ac887eda6ce66,0.9999999668232826,30
3129b5a234ace64dcf90bead08df83523bd724ee,0.8846031252802451,3
0f4ca92dd6f3da4f56869ce602c8f631dead0ea2,0.9168900620395913,3
377bb567d539f33c686ebf46ca7eee29d52a933f,0.40038448664067006,6
848b389582495a3d347ee15321e23e560778a8cd,0.9999997570659086,30
a3fbdd358d6bd5a2fe3d2dde104099dfc5a30188,0.012253759493421335,1
57dd13d64051f8888560be72cb4a501374b4c207,0.37661800432409,6
a46538aeacd2b0223dbf9357740879237356657b,0.358562520681028,3
6528c0ca6e6c7a05a56c9b8fe1ba6d0ca90530fc,6.861194199458964e-06,20
3a7d9c7013d3e637fb12f21bf068d1de346c061a,0.9999999999905892,10
bcd01c99a9d1b985dffd16cc68a1a3f694603964,0.010296465086323647,1
2efdcce50164113846ee4c6f523905d70dd92b29,0.0014871963214284634,20
2136092c7302ad0120b845168759ff62c7c35dd9,0.06669002988307149,1
cd125ba9e484319159009271bdd9d94aff49376e,0.24646356235582767,6
